0.000000	0.000000	0.000010	
1.000000	0.000000	0.000000	
2.000000	0.000000	0.000000	
3.000000	0.000000	0.000010	
4.000000	0.000000	0.000020	
5.000000	0.000000	0.000020	
6.000000	0.000000	0.000020	
7.000000	0.000000	0.000030	
8.000000	0.000000	0.000020	
9.000000	0.000000	0.000020	
10.000000	0.000000	0.000030	
11.000000	0.000001	0.000040	
12.000000	0.000001	0.000050	
13.000000	0.000002	0.000040	
14.000000	0.000003	0.000040	
15.000000	0.000005	0.000040	
16.000000	0.000008	0.000060	
17.000000	0.000013	0.000050	
18.000000	0.000020	0.000050	
19.000000	0.000032	0.000050	
20.000000	0.000052	0.000060	
21.000000	0.000082	0.000060	
22.000000	0.000130	0.000060	
23.000000	0.000211	0.000050	
24.000000	0.000341	0.000060	
25.000000	0.000569	0.000060	
